 Blood Bank Name, State, District, Address,Pincode, Mobile, Email, Website, Category, Blood Component Available, Latitude, Longitude
K.D. Medical College Hospital & Research Centre Blood Bank,Uttar Pradesh,MATHURA," 24 KM Mile Stone, Mathura-Delhi Road, NH-2, Post-Akbarpur
",281406,7055400500,kdmchrc@gmail.com,,Private,NO,27.650459,77.549915
District Hospital Blood Bank,Uttar Pradesh,MATHURA,Etah,281001,N/A,,,Government,,25.351229,82.986065
Sadbhawna Charitable Blood Bank,Uttar Pradesh,MATHURA,"3, Chandra Lok Colony, Goverdhan Chauraha, NH-2",281004,9897529288,sadbhawnabloodbank@gmail.com,,Charity,YES,0,0
"Rotary Blood Bank, Rotary Point",Uttar Pradesh,MATHURA,"Near Alwar Railway Bridge, Delhi-mathura NH-2",208017,8171911911,,,Charity,NO,27.5117922,77.654894
Nayati Blood Bank,Uttar Pradesh,MATHURA,"Nayati Multi Super Specialty Hospital, Awagarh Farm, NH-2",,0565-6675500,,,Charity,YES,0,0
Krishna Mohan Hosp,Uttar Pradesh,MATHURA,Pali Dungra Sonkh Road,,8477002701,,,Private,NO,0,0
Ramakrishna Mission Sevashrama ,Uttar Pradesh,MATHURA,"Swami Vivekananda Road, Near Anandmayee Maa Temple, Mathura, Vrindaban",281121,N/A,,,Private,,27.571999,77.694371
Fatima Hospital Blood Bank,Uttar Pradesh,MAU,"Fatima Hospital, Chandmari Imiliya Road, Maunathbhanjan, Mau",275101,7839038093,fatimahospital@rediffmail.com,http://www.nhp.gov.in,Charity,NO,25.923014,83.570215
Combined District Hospital,Uttar Pradesh,MAU,Munshi Pura,275101,9927612995,,,Government,,25.921403,83.563806
Kailashi Super Speciality Hospital,Uttar Pradesh,MEERUT,"C - 2, Shardhapuri, Phase-2, Kanker kheda",,9456452466,,,Private,YES,0,0
Military Hospital,Uttar Pradesh,MEERUT,Pratapgarh,250001,N/A,,,Government,,28.987584,77.689042
Lokpriya Hospital Blood Bank,Uttar Pradesh,MEERUT,"Samrat Palace, Garh Road",250003,,,,Private,YES,28.968374,77.730585
SVBP Hospital Blood Bank,Uttar Pradesh,MEERUT,LLRM Medical College Campus,250004,N/A,,,Government,,28.958429,77.753433
P.L. Sharma Hospital Blood Bank,Uttar Pradesh,MEERUT,Jali Kothi,250002,N/A,,,Government,,28.98213,77.699779
Subharti Hospital Blood Bank,Uttar Pradesh,MEERUT, Meerut by Pass Road,250005,9.99001873772175E+019,,http://www.subharti.com/,Charity,YES,28.961414,77.638197
Sanjeevani Blood Bank,Uttar Pradesh,MEERUT,"644, Bhagpat Road",250002,N/A,,,Private,,28.972402,77.687042
Kamana Hospital and Research Centre,Uttar Pradesh,MEERUT," A Unit of Kamna Medical Centre Private Limited, 187, Bagpat Road",250002,9997911425,,,Private,,0,0
Anand Hospital Blood Bank,Uttar Pradesh,MEERUT," A-1, Damodar Colony, Garh Road",250002,N/A,,,Private,,28.96181,77.746366
Jaswant Rai Specialty Hospital Blood Bank,Uttar Pradesh,MEERUT,"Opposite Sports Stadium, Civil Lines, Mawana Road",250001,N/A,,,Private,,28.991297,77.72323
Vadhava Blood Bank ,Uttar Pradesh,MEERUT,Meerut,,9412746144,,,Private,,28.961817,77.755222
Krilashi Super Specialty Hospital Blood Bank,Uttar Pradesh,MEERUT,"C-2, Shardhapur, Phase-II, Kankerkheda, Meerut",,,,,Private,,0,0
Radha Govind Hospital Blood Bank,Uttar Pradesh,MEERUT,"Radha Govind Institute Of Medical Sciences,Anuyogipuram, Garh Road",,7055005923,,,Private,NO,0,0
SDS Global Super Speciality Hospital,Uttar Pradesh,MEERUT,"120/122, Nh-58, Modipuram, Opp. Agriculture University",,,,,Private,YES,0,0
District Hospital Blood Bank,Uttar Pradesh,MIRZAPUR,Sultanpur,231001,N/A,,,Government,,25.154094,82.577234
Pt. Deen Dayal Upadhaya Combined District Hospital,Uttar Pradesh,MORADABAD,"Civil Lines
Moradabad, Uttar Pradesh ",244001,9415755536,,,Government,,28.848179,78.765907
Venkateshwara Institute of Medical Sciences ,Uttar Pradesh,MORADABAD,"NH 24, Gajrauala Amroha",244221,N/A,,,Private,,0,0
Asian Vivekanand Super Specialty Hospital Blood Bank,Uttar Pradesh,MORADABAD,Faizabad,244001,N/A,,,Private,,28.883923,78.736882
Dr. Chaturvedi Central Blood Bank,Uttar Pradesh,MORADABAD,Renukoot,244001,N/A,,,Private,,28.845183,78.774082
Sri Sai Hospital and Blood Bank,Uttar Pradesh,MORADABAD,"Mansarovar Scheme, Delhi Road",244001,9760016106,dgpath@gmail.com,,Private,YES,28.840201,78.752813
Teerthankar Mahaveer Hospital and Research Centre,Uttar Pradesh,MORADABAD,"N.H. 24, Delhi Road, Bagadpur, Moradabad, Uttar Pradesh 244001",244102,N/A,tmhrcbloodbank@gmail.com,http://www.tmu.ac.in/medical/hospital.htm,Private,,28.822812,78.65787
"Cosmos Hospital, Multi Speciality and Trauma Centre",Uttar Pradesh,MORADABAD,"Prem Nagar, P.O.- Kazipura, Kanth Road",244001,8477007857,cosmos.mbd@gmail.com,http://www.cosmoshospital.co.in/who-we-are/,Private,YES,28.894018,78.729084
District Hospital Blood Bank,Uttar Pradesh,MORADABAD,"Bank Civil Lines, Moradabad",244001,N/A,,,Government,,28.84818,78.76591
Sahu Rameshwar Saran Kothiwal Hospital & Heart Care Centre (Blood Bank),Uttar Pradesh,MORADABAD,"Mora Mustaqueem, Kanth Road",,9837041715,,,Private,YES,0,0
IMA Blood Bank (Run by Indian Medical Association),Uttar Pradesh,MORADABAD," IMA Bhawan, Court Compound",248001,N/A,,,Private,,30.334183,78.017785
S.D. Medical Institute and Research Centre Blood Bank ,Uttar Pradesh,MUZAFFARNAGAR," A Unit run by The Sanatan Dharam College Association, Bhopa Road, Muzaffarnagar.",250611,N/A,,,Private,,0,0
District Hospital Blood Bank,Uttar Pradesh,MUZAFFARNAGAR,Banda,251001,9450268160,,,Government,,29.478774,77.696912
Muzaffarnagar Medical College and Hospital,Uttar Pradesh,MUZAFFARNAGAR,"Opposite Begrajpur Industrial Area, Ghasipura",251201,9997732222,,http://www.mmcollege.org/,Private,YES,29.372403,77.706668
District Hospital,Uttar Pradesh,PILIBHIT,"Ekta Nagar, Pilibhit ",262001,9415030192,,,Government,,28.630707,79.816455
Jeevan Rekha Charitable Blood Bank,Uttar Pradesh,PILIBHIT,Gandhi Stadum Road,N/A,N/A,,,Private,,0,0
District Hospital Blood Bank,Uttar Pradesh,PRATAPGARH,Barabanki,230001,9415486482,,,Government,,25.922103,81.998641
District Hospital Blood Bank,Uttar Pradesh,RAEBARELI,"Nirala nagar, Raebareli",229001,N/A,,,Government,NO,26.222751,81.23944
District Hospital Blood Bank,Uttar Pradesh,RAMPUR,Lucknow,244901,N/A,,,Government,,28.807443,79.014396
Maulana Mohamad Ali Johar Hospital,Uttar Pradesh,RAMPUR, Nainital Road,244901,N/A,,,Charity,,28.818555,79.060106
Tarawati Nursing Home Private Limited Blood Bank,Uttar Pradesh,SAHARANPUR, Bajoria Road,247001,9359202132,N/A,,Private,NO,29.95683,77.557192
"SBD, District Hospital",Uttar Pradesh,SAHARANPUR,"Bajoria Road 
",247001,9415058785,N/A,,Government,,29.955375,77.559465
"Lions Club City Lion, Blood Bank",Uttar Pradesh,SAHARANPUR,"Lions Club City Lion, Blood Bank saharanpur",247001,N/A,,,Charity,,0,0
"Glocal Medical College, Super Specialty Hospital & Research Centre Blood Bank",Uttar Pradesh,SAHARANPUR,"Delhi Yamunotri (State Highway-57), Mirzapur Poll",,9917032866,,,Private,YES,0,0
Shaikh-Ul-Hind Maulana Mahamood Hasan Medical College,Uttar Pradesh,SAHARANPUR,Medical College Saharanpur,,9557033929,,,Government,NO,0,0
B S Hospital & Heart Centre Blood Bank,Uttar Pradesh,SAMBHAL,"Azad Road, Chandausi, Sambhal
",,,,,Private,NO,0,0
Dr. Sachin Saxena Charitable Blood  Bank,Uttar Pradesh,SAMBHAL,"Shahzadi Sarai, Moradabad Road",,9837089591,,,Charity,YES,0,0
District Hospital Blood Bank,Uttar Pradesh,SANT KABIR NAGAR,Khalilabad,N/A,N/A,,,Government,,26.732839,83.139134
Jeevandeep Hospital Blood Bank & Componant Center,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),Indira Mill Crossing Jaunpur Road Bhadohi,,9936042720,,,Private,YES,0,0
Jeevan Deep Hospital Private Limited Blood Bank,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),"Indira Mill Crossing, Jeevandeep Road, Jamunipur, SRN Bhadohi",221409,,,,Private,,25.387859,82.592757
Maharaja Chet Singh District Hospital,Uttar Pradesh,Sant Ravidas Nagar (BHADOHI),Gyanpur,221304,N/A,N/A,,Government,,25.358723,82.464122
District Hospital Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Ambedkar Nagar,242001,9412377198,N/A,,Government,,27.871234,79.913853
Swami Vivekanand Charitable Blood Bank,Uttar Pradesh,SHAHJAHANPUR,"  A unit of Swami Vivekanand Charitable Trust Regd.,   Near Anta Chauraha",242001,"09451311952, 09793513286",,,Charity,NO,27.874974,79.915468
Dr. B.N. Behl Memorial Hospital Blood Bank,Uttar Pradesh,SHAHJAHANPUR,"Opposite - Jila Udyog Kendra, Town Hall",,N/A,,,Private,,0,0
Rohilkhand Hospital Blood Bank,Uttar Pradesh,SHAHJAHANPUR,Banthra,242307,9412462873,,,Private,YES,0,0
Shamli Charitable Blood Bank,Uttar Pradesh,SHAMLI," Run by Jan Jeevan Kalyan Samity, Plot No. 25, Rampuram Colony, Kairana Road, Shamli",247776,9813096886,shamlibloodbank2014@gmail.com,,Charity,YES,0,0
Amba Charitable Blood Bank,Uttar Pradesh,SHAMLI,"Amba Vihar, Saharanpur Road Shamli",,9897593595,,,Charity,YES,0,0
District Combined Hospital Blood Bank,Uttar Pradesh,SHRAVASTI,District Combined Hospital,271845,N/A,,,Government,,0,0
District Hospital,Uttar Pradesh,SIDDHARTH NAGAR,N/A,N/A,N/A,,N/A,Government,N/A,0,0
Hind Institute of Medical Sciences Blood Bank,Uttar Pradesh,SITAPUR," Atariya, Sitapur",261303,,,,Private,,27.188717,80.85432
District Hospital,Uttar Pradesh,SITAPUR,Nai Basti,261001,N/A,,,Government,,27.571025,80.676905
BCM Hospital Blood Bank,Uttar Pradesh,SITAPUR,Khairabad,261131,8604905210,bcmlaboratory@gmail.com,http://www.bcmhospitalkhairabad.com,Charity,NO,27.530523,80.745172
Hind Blood Bank And Component Center,Uttar Pradesh,SITAPUR,Atariya,,9415022105,,,Charity,YES,0,0
Hindalco Hospital Blood Bank,Uttar Pradesh,SONBHADRA,"Plant -1 Road, Renukoot",231217,N/A,manoj.malpani@adityabirla.com,,Private,NO,24.212959,83.036739
District Joint Hospital,Uttar Pradesh,SONBHADRA,"SH 5A, Bhandar Khurd",231216,9161349145,,,Government,,24.646173,83.058614
Sanjay Gandhi Hospital Blood Bank,Uttar Pradesh,SULTANPUR,"SH 34, Katra Maharan",227412,N/A,N/A,,Government,YES,26.210663,81.807126
District Hospital Blood Bank,Uttar Pradesh,SULTANPUR,Sultanpur,228001,9415168259,N/A,,Government,,26.262708,82.069909
F.I&#39,S Maulana Ali Main Institute Of Medical Sciences Blood Bank,Uttar Pradesh, Unnao,"Village-Bajehra, Lucknow-Kanpur Highway",,,,,Private,,0,0
District Hospital Blood Bank,Uttar Pradesh,UNNAO,Orai,209801,9415457880,,,Government,,26.537805,80.478884
Saraswati Blood Bank,Uttar Pradesh,UNNAO,"Madhu Vihar, Asha Khera, Nh-25, Near Bhalla Farms",209859,9889031417,,,Private,NO,0,0
Popular Medicare Limited Hospital Blood Bank ,Uttar Pradesh,VARANASI,"N-10/60, A-2, Dla Road Kakarmatta",,9415228591,,,Private,YES,0,0
Banaras Heart Hospital Component Blood Bank,Uttar Pradesh,VARANASI,"62, Chandrika Nagar, Sigra",221010,9369352137,bloodbank@shubhamhospitals.com,http://www.shubhamhospitals.com/bloodbank.php,Private,YES,25.311963,82.986551
Shri Shiv Prasad Gupta Mandliya Zilla Chikitsalaya,Uttar Pradesh,VARANASI,Varanasi,221002,"09412487707, 08953003624",N/A,,Government,,25.31984,83.008853
Heritage Hospital,Uttar Pradesh,VARANASI,LANKA BHU ROAD,221005,8953003624,,,Private,NO,25.279165,83.003404
Lions Vishal Blood Bank (Indian Medical Association),Uttar Pradesh,VARANASI,VARANASI,N/A,N/A,N/A,,Government,YES,0,0
Sir Sunderlal Hospital Blood Bank,Uttar Pradesh,VARANASI,"IMS, BHU, Lanka
",221005,N/A,N/A,http://www.bhu.ac.in/ims/hospital/about_ssh.htm,Government,YES,25.276992,83.001231
Santushti Hospital Private Limited Blood Bank,Uttar Pradesh,VARANASI,"N8/180-B-51, BHU - DLW Road, DLW Sunderpur Road, Sunderpur, Newada, Varanasi, Uttar Pradesh",221005,N/A,,,Private,,25.282632,82.975715
Apex Hospital Component Blood Bank ,Uttar Pradesh,VARANASI,"Apex Welcare Trust, N-7/2, A-5, D.L.W. Hydil Road",221004,N/A,,,Private,,25.283163,82.968511
Pt. Deen Dayal Upadhayay Government Hospital,Uttar Pradesh,VARANASI,Pandeypur,N/A,N/A,,,Government,,28.628047,77.112399
Heritage Institute of Medical Sciences Blood Bank ,Uttar Pradesh,VARANASI,"3rd Floor, Near Mohan Sarai, Ram Nagar Bypass, Bhadwar
",221005,9415226197,,,Private,NO,25.278956,83.002917
AIIMS Rishikesh,Uttarakhand,,"Virbhadra Marg, Pashulok",,,transfusionmedicineris@gmail.com,,Government,,0,0
District Hospital ,Uttarakhand,ALMORA,"District Hospital, Almora",263601,9412163496,bbdhalmora@gmail.com,,Government,NO,29.59808,79.659042
Govind Singh Mahra Government Hospital Blood Bank,Uttarakhand,ALMORA,"GSM Government Hospital, Ranikhet ",263645,9410161710,,,Government,NO,29.643481,79.438859
Gopeshwar (Chamoli) District Hospital Blood Bank,Uttarakhand,CHAMOLI,"District Hospital, Gopeshwar (Chamoli)",246401,8958716843,,,Government,NO,30.410086,79.320134
"Doon Hospital, District Hospital Blood Bank ",Uttarakhand,DEHRADUN,"Court Road, Nagar Nigam, Dehradun",248001,9456174232,doonbloodbank16@gmail.com,,Government,YES,30.318779,78.042188
IMA Blood Bank of Uttarakhand,Uttarakhand,DEHRADUN,"47, Ballupur Road, Dehradun ",248001,N/A,info@imabbua.org.in,http://www.imabbua.org.in/,Charity,YES,30.334225,78.017667
Max Super Speciality Hospital Blood Bank,Uttarakhand,DEHRADUN,"Mansa Malsi, Khasra No. 165-166, Massorie Diversion Road
Near indian oil petrol Pump",248001,9997159330,daljit.kaur@maxhealthcare.com,,Private,YES,30.373737,78.074684
Sainik (Military Hospital) Hospital Blood Bank,Uttarakhand,DEHRADUN,"Army Canteen, Dehradun ",248001,N/A,,,Government,NO,30.316493,78.032191
Shri Mahant Indiresh Hospital Blood Bank,Uttarakhand,DEHRADUN,"Patel Nagar, Dehradun ",248001,9557016224,smih.lab@gmail.com,,Private,YES,30.304956,78.021322
Himalayan Institute Trust Blood Bank,Uttarakhand,DEHRADUN,"HIHT, Jolly Grant, Dehradun
Near Airport",248016,9411013626,hod.bloodbank@srhu.edu.in,,Charity,YES,30.192882,78.164815
SPS Government Hospital Blood Bank,Uttarakhand,DEHRADUN,"SPS Government Hospital, Rishikesh ",249201,9412403065,bloodbanksps@gmail.com,,Government,NO,30.108705,78.295839
 AIIMS Rishikesh,Uttarakhand,DEHRADUN,"Virbhadra Marg, Pashulok, Rishikesh.",249 201,,,,Government,YES,0,0
HMG District Hospital Blood Bank Haridwar,Uttarakhand,HARIDWAR,"Bilkeshwar Road, Near Mela Hospital, Laltaro Pul, Haridwar",249401,"09412379159, 09690005344",,,Government,NO,29.951147,78.161657
Ramakrishna Mission Sevashrana Blood Bank,Uttarakhand,HARIDWAR,"Opposite to Harihar Ashram, Ramakrishna Mission",249408,9412379159,rkmkankhal@gmail.com,,Charity,NO,29.933208,78.148128
BHEL Hospital Blood Bank ,Uttarakhand,HARIDWAR,"Near HDFC bank BHEL, Haridwar ",249403,N/A,dranjali@bhelwr.co.in,,Private,NO,29.94804,78.115461
Government Combined Hospital Blood Bank Roorkee,Uttarakhand,HARIDWAR,"Government Hospital, Dehradun Road, Roorkee
Near Idgah chowk",247667,9412403065,civil.bloodbank@gmail.com,,Government,NO,29.878353,77.878609
Sainik Hospital Blood Bank,Uttarakhand,HARIDWAR,"Army Canteen, Roorkee",247667,N/A,,,Government,NO,29.854008,77.886842
Dr. Susheela Tiwari Memorial Hospital Blood Bank,Uttarakhand,NAINITAL,"STM Govt Hospital Rampur Road, Haldwani. 
Opposite to FTI Building",263139,"09997244005, 09412951518",bloodbank009@gmail.com,,Government,YES,29.204322,79.515729
Soban Singh Jeena Base Hospital (SSJ) Blood Bank,Uttarakhand,NAINITAL,"Near Roadways Bus Stand, Haldwani ",263139,9412913888,bloodbankbasehaldwani@gmail.com,,Government,NO,29.215833,79.52931
Government Combined Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,"Government Hospital Pauri Road, Kotdwar",246149,9411739473,,,Government,NO,29.751387,78.524142
District Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,"District Hospital, Pauri Garhwal",246001,N/A,N/A,,Government,NO,30.150844,78.773687
H.N. Bahuguna Government Base Hospital Blood Bank,Uttarakhand,PAURI GARHWAL,"Base Hospital, Badrinath Road, Srinagar ",246174,9412040359,N/A,,Government,YES,30.222802,78.816142
B.D. Pandey District Hospital Blood Bank,Uttarakhand,PITHORAGARH,"District Hospital Mallital, Nainital ",262501,9412951518,drsharma377@gmail.com,,Government,NO,29.587434,80.211347
B.D. Pandey (P) Hospital Blood Bank,Uttarakhand,PITHORAGARH,"B.D. Pandey District Hospital, Pithoragarh ",262501,9411119184,N/A,,Government,NO,29.587436,80.211345
L.D. Bhatt Governmentt Hospital Kashipur,Uttarakhand,UDHAM SINGH NAGAR,"Ramnagar Road Kashipur Udam singh nagar
Opposite to Domino&#39;s Kashipur Ramnagar Road",244713,9568100123,bloodsafetyldbhksp@gmail.com,,Government,YES,29.218682,78.963999
Jeevan Rekha Hospital Blood Bank,Uttarakhand,UDHAM SINGH NAGAR,"Kachnal Gazi, Manpur Road",244713,9837855132,jrhospital@gmail.com,,Private,YES,29.238855,78.965199
Chamunda Hospital Blood Bank ,Uttarakhand,UDHAM SINGH NAGAR,"Chamunda Hospital, Kashipur ",244713,9411270462,N/A,,Private,NO,29.218723,78.96485
Jawahar Lal Nehru District Hospital (JLN ) Blood Bank,Uttarakhand,UDHAM SINGH NAGAR,"Kichha Road, Rudrapur, Near Indra Chouk",263153,9412088195,bbrudrapur@gmail.com,,Government,NO,28.970388,79.399832
Uttarkashi District Hospital Blood Bank,Uttarakhand,UTTAR KASHI,"District Hospital, Near Vishwanath Temple",249193,9410735514,bloodbankuttarkashi@gmail.com,,Government,NO,30.729788,78.442688
Barasat District Hospital Blood Bank,West Bengal,24 PARAGANAS NORTH,P.O. Barasat,700124,9433141123,,,Government,NO,22.721578,88.492236
Base Hospital Blood Bank Barrackpore,West Bengal,24 PARAGANAS NORTH,North 24-Paraganas,743101,N/A,,,Government,NO,22.767744,88.347009
Barrackpore S.D. Hospital (Dr. B.N. Bose) Hospital Blood Bank,West Bengal,24 PARAGANAS NORTH,"Barrackpore, District- North 24 Parganas P.O. Barrackpore",700120,9830042202,,,Government,NO,22.7516453,88.3709966
S.D. Hospital Blood Bank Basirhat,West Bengal,24 PARAGANAS NORTH,P.O. Basirhat,743411,9830139352,,,Government,NO,22.666139,88.89003
Bongaon S.D. Hospital Blood Bank (Dr. J.R. Dhar),West Bengal,24 PARAGANAS NORTH,P.O. Bongaon,743235,"09434557979, 09933497066",,,Government,NO,23.047662,88.822849
Canning Sub Divisional Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,Canning,743329,9830978592,bloodbank.canningsdh@gmail.com,,Government,NO,22.314134,88.659722
Diamond Harbour Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,"Diamond Harbour Rd, Harindanga",743331,9432886141,bloodbank.dhdh@gmail.com,http://www.diamondharbourmunicipality.org,Government,NO,22.197588,88.190999
Baruipur Sub-Divisional Hospital Blood Bank,West Bengal,24 PARAGANAS SOUTH,"Subuddhipur, Baruipur,",700144,"09732770718, 94325 82068",bb.baruipursdh@gmail.com,https://www.baruipur.in/baruipur-sub-divisional-hospital/,Government,NO,22.359212,88.4335733
Bankura Sammilani Medical College and Hospital Blood Bank,West Bengal,BANKURA,"Gobindanagar, P.O.- Kenduadihi",722102,9467159242,moicbloodbankbsmch@gmail.com,http://bsmedicalcollege.org.in/,Government,YES,23.233875,87.037024
Little Heart Childrens Hospital Private Limited Blood Bank,West Bengal,BANKURA,"271/7/1, Taragoti Samanta Road, Kenduadihi
",722102,9830275127,,,Private,,23.2328678,87.0347214
Bishnupur S.D. Hospital Blood Bank ,West Bengal,BANKURA,P.O. Bishnupur,722122,9932772938,ramprasadmandal686@gmail.com,,Government,NO,23.068944,87.309801
Khatra SD Hospital Blood Bank,West Bengal,BANKURA,Hospital Road,722140,9830322157,bloodbankkhatra@gmail.com,,Government,NO,22.969097,86.848541
Asansol District Hospital Blood Bank ,West Bengal,BARDHAMAN,"SB Gorai Rd, Hamid Nagar",713301,9732335118,asansolbloodbank@gmail.com,,Government,NO,23.676673,86.974114
ECL Central Hospital Kalla Blood Bank ,West Bengal,BARDHAMAN,"Domohani Rd, C H Kalla, Near Kazi Nazrul University",713340,9477463948,,,Government,NO,23.7012794,86.9963121
Divisional Railway Hospital Blood Bank Asansol,West Bengal,BARDHAMAN,Asansol,713225,9434373298,,,Government,NO,23.674512,86.941165
Kasturba Gandhi Hospital Blood Bank,West Bengal,BARDHAMAN,"Chittaranjan Locovotive Works, Barddhaman Rd, Alipore
",713331,"09163340505, 09830040499",,,Government,NO,23.849528,86.895907
Rashmi Blood bank,West Bengal,BARDHAMAN,"Saheed Shibsankar Seba Samity, Baburbag Rd, Baburbag
Near Burdwan Fire Station",713104,9830071948,rbbbdn@gmail.com,,Charity,NO,23.254108,87.853364
Burdwan Medical College and Hospital Blood Bank,West Bengal,BARDHAMAN,"Near Baburbag Road, Bardhaman University",713104,9831964064,bloodbankbmch2@gmail.com,http://burdwanmedicalcollege.org/,Government,YES,23.244835,87.857325
Burnpur Hospital SAIL-ISP Blood Bank,West Bengal,BARDHAMAN,IiSCO Steel Plant Ltd,713325,"09434961344, 09933778710",burnpurhospital@gmail.com,,Government,NO,23.6660013,86.9451971
Sanctoria Hospital Blood Bank,West Bengal,BARDHAMAN,"2, Jhalbagan, Sanctoria",713333,"094267 24378, 09832096884",pankajasn@rediffmail.com,,Government,NO,23.7061752,86.8280197
Bidhannagar Sub-Divisional Hospital Blood Bank ,West Bengal,BARDHAMAN,"Bidhannagar, Dr. Zakir Hussain avenue",713206,,durgapursdhbb@gmail.com,,Government,NO,23.5370135,87.331789
Durgapur Steel Plant Hospital Blood Bank,West Bengal,BARDHAMAN,"J. M. Sengupta Road, Durgapore-V, Burdwan (west),B-Zone.",713205,"09434792433, 09434792785",dspbloodbank@gmail.com,http://www.sail.co.in,Government,NO,23.572531,87.30336
The Mission Hospital Blood Bank (A Unit of Durgapur Medical Centre Private Limited),West Bengal,BARDHAMAN,"Plot No: 219(P), Sector-2C, Iman Kalyan Sarani, Bidhan Nagar",713212,"09800881800, 09800881649, 09800881728",bloodbank@themissionhospital.in,http://www.themissionhospital.com/,Private,YES,23.5201833,87.3554804
